InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
501138,22229,BUNNY WOODEN PAINTED WITH FLOWER ,1,3/14/2010 12:05,0.85,14532.0,United Kingdom
529298,85099B,JUMBO BAG RED RETROSPOT,10,10/27/2010 12:26,1.95,16458.0,United Kingdom
513615,21827,EIGHT PIECE CREEPY CRAWLIE SET,3,6/27/2010 12:25,1.25,15998.0,United Kingdom
530067,22662,LUNCH BAG DOLLY GIRL DESIGN,5,11/1/2010 11:53,1.65,16960.0,United Kingdom
554987,22795,SWEETHEART RECIPE BOOK STAND,1,5/29/2011 12:48,6.75,14823.0,United Kingdom
552281,22488,NATURAL SLATE RECTANGLE CHALKBOARD,2,5/8/2011 12:42,1.65,15704.0,United Kingdom
502093,21955,DOOR MAT UNION JACK GUNS AND ROSES,2,3/22/2010 17:32,7.49,16823.0,United Kingdom
537391,21239,PINK  POLKADOT CUP,7,12/6/2010 13:53,0.85,16550.0,United Kingdom
575218,23100,SILVER BELLS TABLE DECORATION,12,11/9/2011 11:16,1.25,16592.0,United Kingdom
521406,22382,LUNCH BAG SPACEBOY DESIGN ,24,9/6/2010 10:42,1.65,13093.0,United Kingdom
502055,82552,WASHROOM METAL SIGN,3,3/22/2010 14:30,1.25,13357.0,United Kingdom
560259,16045,POPART WOODEN PENCILS ASST,100,7/17/2011 13:29,0.04,13654.0,United Kingdom
490302,82599,FANNY'S REST STOPMETAL SIGN,1,12/4/2009 14:29,2.1,17841.0,United Kingdom
554835,20754,RETROSPOT RED WASHING UP GLOVES,6,5/26/2011 16:11,2.1,15241.0,United Kingdom
515916,21867,PINK UNION JACK  LUGGAGE TAG,1,7/15/2010 13:32,1.25,15542.0,United Kingdom
517575,85066,CREAM SWEETHEART MINI CHEST,2,7/30/2010 10:18,12.75,14221.0,United Kingdom
496033,21987,PACK OF 6 SKULL PAPER CUPS,4,1/28/2010 14:19,0.65,12872.0,United Kingdom
518866,21232,STRAWBERRY CERAMIC TRINKET BOX,12,8/12/2010 12:47,1.25,13901.0,United Kingdom
530059,22113,GREY HEART HOT WATER BOTTLE,2,11/1/2010 11:32,3.75,16161.0,United Kingdom
543547,17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",1,2/9/2011 16:57,2.55,17358.0,United Kingdom
516475,20726,LUNCH BAG WOODLAND,1,7/20/2010 16:23,1.65,14040.0,United Kingdom
532799,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,2,11/14/2010 14:49,0.42,14599.0,United Kingdom
492592,21488,RED WHITE SCARF  HOT WATER BOTTLE,3,12/17/2009 15:41,3.95,17400.0,United Kingdom
560202,23017,APOTHECARY MEASURING JAR,1,7/15/2011 13:10,12.5,12712.0,Germany
500134,85040A,S/4 PINK FLOWER CANDLES IN BOWL,12,3/4/2010 15:39,1.65,14740.0,United Kingdom
535722,21355,TOAST ITS - I LOVE YOU ,12,11/28/2010 13:11,1.25,17607.0,United Kingdom
563931,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,8/21/2011 15:49,1.65,14895.0,United Kingdom
535331,22835,HOT WATER BOTTLE I AM SO POORLY,4,11/25/2010 15:55,4.65,14496.0,United Kingdom
568044,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,3,9/23/2011 12:10,4.65,15763.0,United Kingdom
540247,22956,36 FOIL HEART CAKE CASES,1,1/5/2011 15:56,2.1,15464.0,United Kingdom
537128,22190,LOCAL CAFE MUG,1,12/5/2010 12:15,2.1,12841.0,United Kingdom
505398,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,4/22/2010 10:10,0.85,13855.0,United Kingdom
573151,23101,SILVER STARS TABLE DECORATION,12,10/27/2011 20:09,0.83,17602.0,United Kingdom
547199,20768,GREEN FERN JOURNAL ,1,3/21/2011 12:53,2.55,14606.0,United Kingdom
570652,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,10/11/2011 13:45,0.29,17863.0,United Kingdom
522077,22751,FELTCRAFT PRINCESS OLIVIA DOLL,1,9/12/2010 11:03,3.75,16686.0,United Kingdom
526210,75049L,LARGE CIRCULAR MIRROR MOBILE,3,10/10/2010 13:46,1.25,16466.0,United Kingdom
533547,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,2,11/17/2010 16:48,4.95,16409.0,United Kingdom
543003,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2/2/2011 12:38,1.69,14312.0,United Kingdom
528159,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,12,10/21/2010 7:48,0.85,13081.0,United Kingdom
560878,22555,PLASTERS IN TIN STRONGMAN,2,7/21/2011 15:16,1.65,14410.0,United Kingdom
531834,21485,RETROSPOT HEART HOT WATER BOTTLE,6,11/9/2010 18:58,4.95,13506.0,United Kingdom
540506,22728,ALARM CLOCK BAKELIKE PINK,2,1/9/2011 11:12,3.75,17796.0,United Kingdom
553540,23174,REGENCY SUGAR BOWL GREEN,6,5/17/2011 15:32,4.15,17511.0,United Kingdom
493701,21671,RED SPOT CERAMIC DRAWER KNOB,6,1/5/2010 13:58,1.25,15865.0,United Kingdom
543170,22712,CARD DOLLY GIRL ,12,2/4/2011 9:03,0.42,17334.0,United Kingdom
507700,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",10,5/11/2010 10:50,0.85,16945.0,United Kingdom
511480,21474,SWEETHEART CREAM STEEL FOLDIN BENCH,2,6/8/2010 13:43,19.95,14134.0,United Kingdom
532993,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,11/15/2010 14:26,1.95,14156.0,EIRE
570231,22994,TRAVEL CARD WALLET RETROSPOT,24,10/9/2011 13:44,0.42,16685.0,United Kingdom
570884,22905,CALENDAR IN SEASON DESIGN,1,10/13/2011 10:09,2.95,17315.0,United Kingdom
522467,22497,SET OF 2 TINS VINTAGE BATHROOM ,16,9/15/2010 9:50,4.25,12539.0,Spain
548813,M,Manual,1,4/4/2011 13:03,2382.92,12744.0,Singapore
519908,22168,ORGANISER WOOD ANTIQUE WHITE ,1,8/22/2010 13:41,8.5,15665.0,United Kingdom
526420,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,10/11/2010 14:45,2.95,14852.0,United Kingdom
554808,22662,LUNCH BAG DOLLY GIRL DESIGN,2,5/26/2011 13:01,1.65,17059.0,United Kingdom
550838,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,6,4/21/2011 11:31,1.65,14577.0,United Kingdom
554492,85152,HAND OVER THE CHOCOLATE   SIGN ,1,5/24/2011 13:56,2.1,13168.0,United Kingdom
559783,23207,LUNCH BAG ALPHABET DESIGN,10,7/12/2011 12:02,1.65,13069.0,United Kingdom
549949,21746,SMALL RED RETROSPOT WINDMILL,4,4/13/2011 12:57,1.25,13208.0,United Kingdom
579454,22935,BAKING MOULD ROSE MILK CHOCOLATE,2,11/29/2011 14:08,3.25,12901.0,United Kingdom
538397,85032B,BLOSSOM IMAGES GIFT WRAP SET,48,12/12/2010 11:44,2.1,12753.0,Japan
521381,35400,WOODEN BOX ADVENT CALENDAR ,2,9/5/2010 12:33,8.95,13506.0,United Kingdom
502288,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",10,3/24/2010 8:31,0.85,12681.0,France
569491,22904,CALENDAR PAPER CUT DESIGN,2,10/4/2011 13:25,2.95,14056.0,United Kingdom
520693,22090,PAPER BUNTING RETRO SPOTS,12,8/29/2010 10:16,2.95,13995.0,United Kingdom
543300,21042,RED RETROSPOT APRON ,2,2/7/2011 11:42,5.95,13334.0,United Kingdom
574297,21790,VINTAGE SNAP CARDS,12,11/3/2011 15:54,0.85,16602.0,United Kingdom
536367,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,12/1/2010 8:34,4.95,13047.0,United Kingdom
536595,21877,HOME SWEET HOME MUG,1,12/1/2010 17:24,1.25,13576.0,United Kingdom
508624,71459,HANGING JAM JAR T-LIGHT HOLDER,24,5/17/2010 13:51,0.85,16611.0,United Kingdom
491205,21846,PINK DIAMANTE PEN IN GIFT BOX,24,12/10/2009 14:07,1.25,16779.0,United Kingdom
570223,21683,MEDIUM MEDINA STAMPED METAL BOWL ,3,10/9/2011 13:11,2.95,15787.0,United Kingdom
528909,21122,SET/10 PINK POLKADOT PARTY CANDLES,1,10/25/2010 13:30,1.25,14515.0,United Kingdom
569826,84879,ASSORTED COLOUR BIRD ORNAMENT,16,10/6/2011 12:25,1.69,18161.0,United Kingdom
490749,22321,BIRD DECORATION RED SPOT,60,12/8/2009 7:42,0.85,14113.0,United Kingdom
502613,84578,ELEPHANT TOY WITH BLUE T-SHIRT,1,3/25/2010 14:22,3.75,14535.0,United Kingdom
500311,20717,STRAWBERRY SHOPPER BAG,3,3/7/2010 11:27,1.25,16923.0,United Kingdom
564719,22097,SWALLOW SQUARE TISSUE BOX,3,8/28/2011 11:55,0.39,15325.0,United Kingdom
566010,22572,ROCKING HORSE GREEN CHRISTMAS ,6,9/8/2011 12:05,0.85,13700.0,United Kingdom
553833,20717,STRAWBERRY SHOPPER BAG,4,5/19/2011 11:41,1.25,17346.0,United Kingdom
526108,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,10/8/2010 12:48,0.55,14904.0,United Kingdom
511023,21980,PACK OF 12 RED SPOTTY TISSUES ,1,6/4/2010 17:01,0.29,17235.0,United Kingdom
522110,22423,REGENCY CAKESTAND 3 TIER,2,9/12/2010 15:15,12.75,13455.0,United Kingdom
551200,22667,RECIPE BOX RETROSPOT ,1,4/27/2011 11:32,2.95,17069.0,United Kingdom
528351,22733,3D TRADITIONAL CHRISTMAS STICKERS,18,10/21/2010 14:29,1.25,13166.0,United Kingdom
542777,22132,RED LOVE HEART SHAPE CUP,12,2/1/2011 8:31,0.85,14911.0,EIRE
561072,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,7/24/2011 15:39,2.1,14019.0,United Kingdom
507427,22045,SPACEBOY GIFT WRAP,25,5/9/2010 15:38,0.42,13211.0,United Kingdom
531478,22356,CHARLOTTE BAG PINK POLKADOT,10,11/8/2010 14:20,0.85,17084.0,United Kingdom
562607,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,8/8/2011 11:45,8.5,12885.0,United Kingdom
576364,47504H,ENGLISH ROSE SPIRIT LEVEL ,2,11/14/2011 17:40,0.79,15009.0,United Kingdom
538697,84823,DANISH ROSE FOLDING CHAIR,4,12/14/2010 10:18,7.95,13948.0,United Kingdom
506444,21843,RED RETROSPOT CAKE STAND,10,4/29/2010 16:56,10.95,16718.0,United Kingdom
523424,22736,RIBBON REEL MAKING SNOWMEN ,10,9/22/2010 10:19,1.65,14739.0,United Kingdom
544106,22766,PHOTO FRAME CORNICE,4,2/16/2011 10:47,2.95,14530.0,United Kingdom
490362,22297,HEART IVORY TRELLIS SMALL,24,12/4/2009 17:31,1.25,12748.0,United Kingdom
561066,22704,WRAP RED APPLES ,25,7/24/2011 14:21,0.42,16710.0,United Kingdom
527421,22865,HAND WARMER OWL DESIGN,12,10/17/2010 15:58,2.1,17460.0,United Kingdom
507376,22567,20 DOLLY PEGS RETROSPOT,1,5/9/2010 11:29,1.25,13979.0,United Kingdom
513305,37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,8,6/23/2010 14:34,1.65,15248.0,United Kingdom
493865,37502,TEA TIME MUG IN GIFT BOX,5,1/7/2010 16:57,2.95,15808.0,United Kingdom
577228,23156,SET OF 5 MINI GROCERY MAGNETS,1,11/18/2011 12:07,2.08,12391.0,Cyprus
551816,22501,PICNIC BASKET WICKER LARGE,3,5/4/2011 11:50,9.95,15906.0,United Kingdom
519889,22649,STRAWBERRY FAIRY CAKE TEAPOT,2,8/22/2010 12:34,4.95,14878.0,United Kingdom
538108,22231,JIGSAW TREE WITH BIRDHOUSE,12,12/9/2010 15:23,1.45,17456.0,United Kingdom
535395,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,192,11/26/2010 10:36,0.72,15793.0,United Kingdom
529364,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,10/28/2010 9:59,3.75,14907.0,United Kingdom
515253,21530,DAIRY MAID TOASTRACK,6,7/9/2010 11:43,2.95,18260.0,United Kingdom
577770,23582,VINTAGE DOILY JUMBO BAG RED ,10,11/21/2011 15:33,2.08,13282.0,United Kingdom
578941,23697,A PRETTY THANK YOU CARD,6,11/27/2011 13:26,0.42,16024.0,United Kingdom
552845,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,32,5/11/2011 14:37,2.55,14646.0,Netherlands
537773,22469,HEART OF WICKER SMALL,4,12/8/2010 12:36,1.65,16016.0,United Kingdom
539320,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,24,12/16/2010 19:16,2.95,14911.0,EIRE
550315,22798,ANTIQUE GLASS DRESSING TABLE POT,8,4/17/2011 11:44,2.95,17990.0,United Kingdom
544479,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,192,2/21/2011 10:28,2.55,14646.0,Netherlands
540798,22149,FELTCRAFT 6 FLOWER FRIENDS,6,1/11/2011 12:11,2.1,17365.0,United Kingdom
573581,21469,POLKA DOT RAFFIA FOOD COVER,6,10/31/2011 14:22,3.75,14911.0,EIRE
554708,23068,ALUMINIUM HEART,2,5/26/2011 10:25,2.49,16449.0,United Kingdom
525709,11001,ASSTD DESIGN RACING CAR PEN,16,10/6/2010 13:44,1.69,13554.0,United Kingdom
500353,37495,FAIRY CAKE BIRTHDAY CANDLE SET,8,3/7/2010 15:25,3.75,12668.0,Germany
543369,22417,PACK OF 60 SPACEBOY CAKE CASES,4,2/7/2011 14:49,0.55,16255.0,United Kingdom
556112,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,6/9/2011 9:28,1.25,13265.0,United Kingdom
506003,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,144,4/27/2010 11:15,0.55,16652.0,United Kingdom
561626,22585,PACK OF 6 BIRDY GIFT TAGS,2,7/28/2011 14:03,1.25,14898.0,United Kingdom
557319,23087,ZINC  HEART T-LIGHT HOLDER,16,6/20/2011 8:23,1.25,15076.0,United Kingdom
500659,21731,RED TOADSTOOL LED NIGHT LIGHT,12,3/9/2010 11:23,1.65,16558.0,United Kingdom
533313,35004C,SET OF 3 COLOURED  FLYING DUCKS,6,11/16/2010 17:10,5.45,13300.0,United Kingdom
557322,22367,CHILDRENS APRON SPACEBOY DESIGN,8,6/20/2011 9:04,1.95,17444.0,Canada
517550,82484,WOOD BLACK BOARD ANT WHITE FINISH,12,7/29/2010 18:30,5.55,12836.0,United Kingdom
579293,23240,SET OF 4 KNICK KNACK TINS DOILY ,3,11/29/2011 11:22,4.15,14419.0,United Kingdom
523943,84992,72 SWEETHEART FAIRY CAKE CASES,3,9/26/2010 11:13,0.55,14161.0,United Kingdom
575846,22748,POPPY'S PLAYHOUSE KITCHEN,2,11/11/2011 12:07,2.1,17364.0,United Kingdom
494666,22302,COFFEE MUG PEARS  DESIGN,6,1/17/2010 14:53,2.55,13869.0,United Kingdom
562615,21931,JUMBO STORAGE BAG SUKI,10,8/8/2011 12:20,2.08,16458.0,United Kingdom
530436,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,16,11/3/2010 11:11,0.42,14498.0,United Kingdom
534800,22131,FOOD CONTAINER SET 3 LOVE HEART ,1,11/24/2010 12:04,1.95,17019.0,United Kingdom
504572,22582,PACK OF 6 SWEETIE GIFT BOXES,1,4/14/2010 14:49,2.55,18057.0,United Kingdom
560255,22375,AIRLINE BAG VINTAGE JET SET BROWN,2,7/17/2011 13:08,4.25,16054.0,United Kingdom
519164,22070,SMALL RED RETROSPOT MUG IN BOX ,6,8/13/2010 12:56,3.75,16190.0,United Kingdom
504831,22544,MINI JIGSAW SPACEBOY,5,4/16/2010 13:35,0.42,17913.0,United Kingdom
507028,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,5/5/2010 14:51,0.29,15704.0,United Kingdom
489522,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,1,12/1/2009 11:45,3.75,15998.0,United Kingdom
577473,23194,GYMKHANA TREASURE BOOK BOX,1,11/20/2011 11:28,2.25,15919.0,United Kingdom
493819,22128,PARTY CONES CANDY ASSORTED,300,1/7/2010 12:34,1.06,14156.0,EIRE
561112,22357,KINGS CHOICE BISCUIT TIN,1,7/25/2011 11:53,4.25,14606.0,United Kingdom
571669,23356,LOVE HOT WATER BOTTLE,2,10/18/2011 13:11,5.95,17758.0,United Kingdom
530811,48129,DOORMAT TOPIARY,1,11/4/2010 13:04,7.95,13137.0,United Kingdom
521010,22246,"GARLAND, MAGIC GARDEN 1.8M",1,9/1/2010 14:37,1.95,15574.0,United Kingdom
537899,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1488,12/9/2010 10:44,2.55,12755.0,Japan
529544,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,10/28/2010 16:42,2.95,14533.0,United Kingdom
518959,85124A,PINK JUICY FRUIT PHOTO FRAME,6,8/12/2010 15:32,2.55,13078.0,United Kingdom
573340,23103,JINGLE BELL HEART DECORATION,5,10/30/2011 11:55,1.65,14159.0,United Kingdom
564740,21179,NO JUNK MAIL METAL SIGN,1,8/28/2011 14:39,0.39,14044.0,United Kingdom
514064,85099F,JUMBO BAG STRAWBERRY,6,6/30/2010 11:57,1.95,14398.0,United Kingdom
512386,22615,PACK OF 12 CIRCUS PARADE TISSUES ,48,6/15/2010 12:14,0.29,12472.0,Germany
523207,84991,60 TEATIME FAIRY CAKE CASES,24,9/21/2010 10:30,0.55,14852.0,United Kingdom
532083,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,4,11/10/2010 15:16,0.85,13735.0,United Kingdom
537765,84988,SET OF 72 PINK HEART PAPER DOILIES,1,12/8/2010 12:08,1.45,14606.0,United Kingdom
567742,22192,BLUE DINER WALL CLOCK,2,9/22/2011 10:47,8.5,14261.0,United Kingdom
546761,82486,WOOD S/3 CABINET ANT WHITE FINISH,12,3/16/2011 14:02,8.15,17858.0,United Kingdom
527130,22348,TEA BAG PLATE RED RETROSPOT,12,10/15/2010 9:31,0.85,15296.0,United Kingdom
574678,22945,CHRISTMAS METAL TAGS ASSORTED ,12,11/6/2011 12:36,0.85,13365.0,United Kingdom
568153,22555,PLASTERS IN TIN STRONGMAN,12,9/25/2011 12:02,1.65,17716.0,United Kingdom
495300,84937,KASHMIR FOLKART TUMBLERS,36,1/22/2010 13:39,2.1,12510.0,Spain
536370,21731,RED TOADSTOOL LED NIGHT LIGHT,24,12/1/2010 8:45,1.65,12583.0,France
534379,21884,CAKES AND BOWS GIFT  TAPE,2,11/22/2010 12:36,0.65,14646.0,Netherlands
552046,22780,LIGHT GARLAND BUTTERFILES PINK,4,5/6/2011 9:44,4.25,15235.0,United Kingdom
536398,22865,HAND WARMER OWL DESIGN,12,12/1/2010 10:52,2.1,13448.0,United Kingdom
558638,23233,WRAP POPPIES  DESIGN,50,7/1/2011 8:16,0.42,16317.0,United Kingdom
493706,21755,LOVE BUILDING BLOCK WORD,2,1/5/2010 14:32,5.95,15768.0,United Kingdom
522952,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,9/19/2010 11:25,1.95,14553.0,United Kingdom
567183,23177,TREASURE ISLAND BOOK BOX,2,9/18/2011 15:32,2.25,14769.0,United Kingdom
569653,21499,BLUE POLKADOT WRAP,25,10/5/2011 12:52,0.42,12451.0,Switzerland
519576,22077,6 RIBBONS RUSTIC CHARM,24,8/18/2010 12:47,1.65,13381.0,United Kingdom
497035,84464,S/60 PINK FLUFFY CHICKS IN BOX,5,2/5/2010 14:14,2.55,16704.0,United Kingdom
552952,22713,CARD I LOVE LONDON ,12,5/12/2011 12:10,0.42,13837.0,United Kingdom
539256,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,12/16/2010 14:27,0.65,15601.0,United Kingdom
500015,21094,SET/6 RED SPOTTY PAPER PLATES,3,3/4/2010 10:31,0.85,17861.0,United Kingdom
507256,21085,SET/6 WOODLAND PAPER CUPS,2,5/7/2010 11:42,0.65,17798.0,United Kingdom
576848,23355,HOT WATER BOTTLE KEEP CALM,4,11/16/2011 15:38,4.95,15051.0,United Kingdom
568729,22866,HAND WARMER SCOTTY DOG DESIGN,12,9/28/2011 16:45,2.1,16909.0,United Kingdom
490817,21731,RED TOADSTOOL LED NIGHT LIGHT,144,12/8/2009 12:33,1.45,15311.0,United Kingdom
501010,82600,NO SINGING METAL SIGN,4,3/11/2010 15:33,2.1,13715.0,United Kingdom
495102,85174,S/4 CACTI CANDLES,1,1/21/2010 11:11,4.95,15547.0,United Kingdom
500716,21156,RED SPOTTY CHILDS APRON,8,3/9/2010 14:36,1.95,13283.0,United Kingdom
574686,47504K,ENGLISH ROSE GARDEN SECATEURS,2,11/6/2011 13:00,0.79,17608.0,United Kingdom
550512,22382,LUNCH BAG SPACEBOY DESIGN ,2,4/18/2011 16:31,1.65,18069.0,United Kingdom
546993,22902,TOTE BAG I LOVE LONDON,1,3/18/2011 13:19,2.1,17921.0,United Kingdom
519005,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,8/12/2010 19:18,2.95,16549.0,United Kingdom
571241,21976,PACK OF 60 MUSHROOM CAKE CASES,1,10/14/2011 14:58,0.55,14592.0,United Kingdom
504121,22273,FELTCRAFT DOLL MOLLY,1,4/11/2010 10:16,2.95,16104.0,United Kingdom
497372,84464,S/60 PINK FLUFFY CHICKS IN BOX,1,2/9/2010 10:47,2.55,17810.0,United Kingdom
554650,22432,WATERING CAN PINK BUNNY,6,5/25/2011 12:54,1.95,12681.0,France
540980,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,1,1/12/2011 15:22,1.25,14514.0,United Kingdom
539593,22727,ALARM CLOCK BAKELIKE RED ,4,12/20/2010 13:31,3.75,13319.0,United Kingdom
571279,23396,LE JARDIN BOTANIQUE CUSHION COVER,2,10/16/2011 12:54,3.75,16466.0,United Kingdom
579408,23270,SET OF 2 CERAMIC PAINTED HEARTS ,6,11/29/2011 12:34,1.45,14701.0,United Kingdom
569866,20724,RED RETROSPOT CHARLOTTE BAG,20,10/6/2011 14:50,0.85,12757.0,Portugal
551870,22841,ROUND CAKE TIN VINTAGE GREEN,1,5/4/2011 16:51,7.95,17811.0,United Kingdom
566934,48129,DOORMAT TOPIARY,300,9/15/2011 15:34,4.58,18102.0,United Kingdom
538533,22064,PINK DOUGHNUT TRINKET POT ,8,12/13/2010 10:31,1.65,14796.0,United Kingdom
549543,21213,PACK OF 72 SKULL CAKE CASES,1,4/10/2011 11:14,0.55,18118.0,United Kingdom
559894,23185,FRENCH STYLE STORAGE JAR JAM,6,7/13/2011 12:06,0.29,14159.0,United Kingdom
508488,15058B,PINK WHITE SPOTS GARDEN PARASOL,4,5/16/2010 13:14,7.95,13564.0,United Kingdom
537199,22158,3 HEARTS HANGING DECORATION RUSTIC,1,12/5/2010 14:06,2.95,15894.0,United Kingdom
544479,84459B,YELLOW METAL CHICKEN HEART ,96,2/21/2011 10:28,1.25,14646.0,Netherlands
529000,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,10/26/2010 11:32,4.95,15620.0,United Kingdom
537405,21669,BLUE STRIPE CERAMIC DRAWER KNOB,17,12/6/2010 14:51,1.25,17841.0,United Kingdom
499227,22385,JUMBO BAG SPACEBOY DESIGN,2,2/25/2010 11:50,1.95,15719.0,United Kingdom
545301,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,3/1/2011 12:26,2.55,12679.0,France
553224,20975,12 PENCILS SMALL TUBE RED RETROSPOT,18,5/16/2011 10:40,0.65,17228.0,United Kingdom
530436,22867,HAND WARMER BIRD DESIGN,7,11/3/2010 11:11,2.1,14498.0,United Kingdom
557213,23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,2,6/17/2011 12:16,1.45,15021.0,United Kingdom
527068,84313B,BLUE TV TRAY TABLE ,2,10/14/2010 14:08,4.25,16991.0,United Kingdom
557878,22047,EMPIRE GIFT WRAP,25,6/23/2011 13:13,0.42,16940.0,United Kingdom
568916,23207,LUNCH BAG ALPHABET DESIGN,10,9/29/2011 14:08,1.65,15452.0,United Kingdom
500125,48187,DOOR MAT NEW ENGLAND,2,3/4/2010 14:36,7.49,14426.0,United Kingdom
532819,21802,CHRISTMAS TREE HEART DECORATION,5,11/14/2010 16:19,0.42,13230.0,United Kingdom
522622,22551,PLASTERS IN TIN SPACEBOY,12,9/15/2010 15:32,1.65,17589.0,United Kingdom
536001,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,11/29/2010 14:21,0.55,17814.0,United Kingdom
561676,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,7/28/2011 17:53,4.95,13468.0,United Kingdom
533476,21535,RED RETROSPOT SMALL MILK JUG,1,11/17/2010 12:53,2.55,16770.0,United Kingdom
505314,22232,JIGSAW TOADSTOOLS 3 PIECE,8,4/21/2010 12:02,1.65,12681.0,France
524172,84754,S/15 SILVER GLASS BAUBLES IN BAG,12,9/27/2010 16:29,1.25,17524.0,United Kingdom
559807,22423,REGENCY CAKESTAND 3 TIER,2,7/12/2011 14:48,12.75,17841.0,United Kingdom
489533,84946,ANTIQUE SILVER TEA GLASS ETCHED,6,12/1/2009 12:02,1.25,16011.0,United Kingdom
520626,21851,LILAC DIAMANTE PEN IN GIFT BOX,1,8/27/2010 12:18,4.95,17869.0,United Kingdom
553188,22381,TOY TIDY PINK POLKADOT,5,5/15/2011 12:55,2.1,15379.0,United Kingdom
492525,21412,VINTAGE GOLD TINSEL REEL,2,12/17/2009 12:32,0.42,12748.0,United Kingdom
556201,23084,RABBIT NIGHT LIGHT,12,6/9/2011 13:01,2.08,12347.0,Iceland
520960,22482,BLUE TEA TOWEL CLASSIC DESIGN,2,9/1/2010 12:11,1.25,14606.0,United Kingdom
506920,84988,SET OF 72 PINK HEART PAPER DOILIES,12,5/5/2010 10:53,1.45,16124.0,United Kingdom
555648,72127,COLUMBIAN CANDLE ROUND ,1,6/6/2011 13:46,1.25,14623.0,United Kingdom
559933,22729,ALARM CLOCK BAKELIKE ORANGE,3,7/14/2011 9:54,3.75,16719.0,United Kingdom
573744,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,11/1/2011 8:16,0.29,17733.0,United Kingdom
517622,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",12,7/30/2010 11:37,0.85,16145.0,United Kingdom
544565,22231,JIGSAW TREE WITH BIRDHOUSE,12,2/21/2011 12:53,1.45,18055.0,United Kingdom
581433,20718,RED RETROSPOT SHOPPER BAG,10,12/8/2011 15:54,1.25,14911.0,EIRE
522773,21975,PACK OF 60 DINOSAUR CAKE CASES,24,9/16/2010 14:34,0.55,12369.0,Austria
542192,22024,RAINY LADIES BIRTHDAY CARD,12,1/26/2011 11:27,0.42,14049.0,United Kingdom
574038,22986,WRAP GINGHAM ROSE ,25,11/2/2011 12:56,0.42,18164.0,United Kingdom
517254,84912B,GREEN ROSE WASHBAG,1,7/27/2010 16:22,3.75,15532.0,United Kingdom
557886,23207,LUNCH BAG ALPHABET DESIGN,4,6/23/2011 13:39,1.65,17799.0,United Kingdom
555642,22480,RED TEA TOWEL CLASSIC DESIGN,12,6/6/2011 13:18,1.25,18248.0,United Kingdom
571434,23230,WRAP ALPHABET DESIGN,25,10/17/2011 13:22,0.42,13069.0,United Kingdom
502484,22271,FELTCRAFT DOLL ROSIE,2,3/24/2010 16:22,2.95,13571.0,United Kingdom
534508,22377,BOTTLE BAG RETROSPOT ,1,11/23/2010 11:43,2.1,17458.0,United Kingdom
579749,20981,12 PENCILS TALL TUBE WOODLAND,12,11/30/2011 14:41,0.85,13362.0,United Kingdom
543805,20996,JAZZ HEARTS ADDRESS BOOK,6,2/13/2011 12:41,0.42,17050.0,United Kingdom
